search_range;description;link_page;link_pdf;name_pdf;published;date_save_pdf;pdf_ok
[2024-03-09]-[2024-04-06];Despacho (extrato) n.º 2957/2024 - Diário da República n.º 57/2024, Série II de 2024-03-20;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/2957-2024-856341924;https://files.diariodarepublica.pt/2s/2024/03/057000000/0003100032.pdf;despacho_2957-2024_dr_57-2024.pdf;2024-03-20;06/04/2024 16:17;True
[2024-03-09]-[2024-04-06];Despacho (extrato) n.º 2956/2024 - Diário da República n.º 57/2024, Série II de 2024-03-20;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/2956-2024-856341923;https://files.diariodarepublica.pt/2s/2024/03/057000000/0002900030.pdf;despacho_2956-2024_dr_57-2024.pdf;2024-03-20;06/04/2024 16:17;True
[2024-03-09]-[2024-04-06];Despacho (extrato) n.º 2694/2024 - Diário da República n.º 53/2024, Série II de 2024-03-14;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/2694-2024-855433523;https://files.diariodarepublica.pt/2s/2024/03/053000000/0005400055.pdf;despacho_2694-2024_dr_53-2024.pdf;2024-03-14;06/04/2024 16:17;True
[2024-03-09]-[2024-04-06];Despacho (extrato) n.º 2693/2024 - Diário da República n.º 53/2024, Série II de 2024-03-14;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/2693-2024-855433522;https://files.diariodarepublica.pt/2s/2024/03/053000000/0005200053.pdf;despacho_2693-2024_dr_53-2024.pdf;2024-03-14;06/04/2024 16:17;True
[2024-03-09]-[2024-04-06];Despacho (extrato) n.º 2692/2024 - Diário da República n.º 53/2024, Série II de 2024-03-14;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/2692-2024-855433521;https://files.diariodarepublica.pt/2s/2024/03/053000000/0005000051.pdf;despacho_2692-2024_dr_53-2024.pdf;2024-03-14;06/04/2024 16:17;True
[2024-03-09]-[2024-04-06];Despacho (extrato) n.º 2691/2024 - Diário da República n.º 53/2024, Série II de 2024-03-14;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/2691-2024-855433520;https://files.diariodarepublica.pt/2s/2024/03/053000000/0004800049.pdf;despacho_2691-2024_dr_53-2024.pdf;2024-03-14;06/04/2024 16:17;True
[2024-03-09]-[2024-04-06];Despacho (extrato) n.º 2690/2024 - Diário da República n.º 53/2024, Série II de 2024-03-14;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/2690-2024-855433519;https://files.diariodarepublica.pt/2s/2024/03/053000000/0004600047.pdf;despacho_2690-2024_dr_53-2024.pdf;2024-03-14;06/04/2024 16:17;True
[2024-03-09]-[2024-04-06];Despacho (extrato) n.º 2688/2024 - Diário da República n.º 53/2024, Série II de 2024-03-14;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/2688-2024-855433517;https://files.diariodarepublica.pt/2s/2024/03/053000000/0004300044.pdf;despacho_2688-2024_dr_53-2024.pdf;2024-03-14;06/04/2024 16:17;True
[2024-03-09]-[2024-04-06];Despacho (extrato) n.º 2513/2024 - Diário da República n.º 50/2024, Série II de 2024-03-11;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/2513-2024-854636654;https://files.diariodarepublica.pt/2s/2024/03/050000000/0002300024.pdf;despacho_2513-2024_dr_50-2024.pdf;2024-03-11;06/04/2024 16:17;True
[2024-03-09]-[2024-04-06];Despacho (extrato) n.º 2512/2024 - Diário da República n.º 50/2024, Série II de 2024-03-11;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/2512-2024-854636653;https://files.diariodarepublica.pt/2s/2024/03/050000000/0002100022.pdf;despacho_2512-2024_dr_50-2024.pdf;2024-03-11;06/04/2024 16:17;True
