search_range;description;link_page;link_pdf;name_pdf;published
[2011-01-01]-[2013-12-31];Despacho n.º 8625/2011 - Diário da República n.º 121/2011, Série II de 2011-06-27;https://diariodarepublica.pt/dr/detalhe/despacho/8625-2011-3452259;https://files.diariodarepublica.pt/2s/2011/06/121000000/2677326773.pdf;despacho_8625-2011_dr_121-2011.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 8624/2011 - Diário da República n.º 121/2011, Série II de 2011-06-27;https://diariodarepublica.pt/dr/detalhe/despacho/8624-2011-3452258;https://files.diariodarepublica.pt/2s/2011/06/121000000/2677326773.pdf;despacho_8624-2011_dr_121-2011.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 8623/2011 - Diário da República n.º 121/2011, Série II de 2011-06-27;https://diariodarepublica.pt/dr/detalhe/despacho/8623-2011-3452257;https://files.diariodarepublica.pt/2s/2011/06/121000000/2677326773.pdf;despacho_8623-2011_dr_121-2011.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 8622/2011 - Diário da República n.º 121/2011, Série II de 2011-06-27;https://diariodarepublica.pt/dr/detalhe/despacho/8622-2011-3452256;https://files.diariodarepublica.pt/2s/2011/06/121000000/2677226773.pdf;despacho_8622-2011_dr_121-2011.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 8621/2011 - Diário da República n.º 121/2011, Série II de 2011-06-27;https://diariodarepublica.pt/dr/detalhe/despacho/8621-2011-3452255;https://files.diariodarepublica.pt/2s/2011/06/121000000/2677226772.pdf;despacho_8621-2011_dr_121-2011.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 8620/2011 - Diário da República n.º 121/2011, Série II de 2011-06-27;https://diariodarepublica.pt/dr/detalhe/despacho/8620-2011-3452254;https://files.diariodarepublica.pt/2s/2011/06/121000000/2677226772.pdf;despacho_8620-2011_dr_121-2011.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 8619/2011 - Diário da República n.º 121/2011, Série II de 2011-06-27;https://diariodarepublica.pt/dr/detalhe/despacho/8619-2011-3452253;https://files.diariodarepublica.pt/2s/2011/06/121000000/2677226772.pdf;despacho_8619-2011_dr_121-2011.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 8618/2011 - Diário da República n.º 121/2011, Série II de 2011-06-27;https://diariodarepublica.pt/dr/detalhe/despacho/8618-2011-3452252;https://files.diariodarepublica.pt/2s/2011/06/121000000/2677226772.pdf;despacho_8618-2011_dr_121-2011.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 14566/2012 - Diário da República n.º 218/2012, Série II de 2012-11-12;https://diariodarepublica.pt/dr/detalhe/despacho/14566-2012-3403401;https://files.diariodarepublica.pt/2s/2012/11/218000000/3682336823.pdf;despacho_14566-2012_dr_218-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 8116/2012 - Diário da República n.º 114/2012, Série II de 2012-06-14;https://diariodarepublica.pt/dr/detalhe/despacho/8116-2012-3338185;https://files.diariodarepublica.pt/2s/2012/06/114000000/2129221292.pdf;despacho_8116-2012_dr_114-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 8115/2012 - Diário da República n.º 114/2012, Série II de 2012-06-14;https://diariodarepublica.pt/dr/detalhe/despacho/8115-2012-3338184;https://files.diariodarepublica.pt/2s/2012/06/114000000/2129221292.pdf;despacho_8115-2012_dr_114-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 8114/2012 - Diário da República n.º 114/2012, Série II de 2012-06-14;https://diariodarepublica.pt/dr/detalhe/despacho/8114-2012-3338183;https://files.diariodarepublica.pt/2s/2012/06/114000000/2129221292.pdf;despacho_8114-2012_dr_114-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 13701/2013 - Diário da República n.º 208/2013, Série II de 2013-10-28;https://diariodarepublica.pt/dr/detalhe/despacho/13701-2013-3295144;https://files.diariodarepublica.pt/2s/2013/10/208000000/3198131981.pdf;despacho_13701-2013_dr_208-2013.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 13700/2013 - Diário da República n.º 208/2013, Série II de 2013-10-28;https://diariodarepublica.pt/dr/detalhe/despacho/13700-2013-3295143;https://files.diariodarepublica.pt/2s/2013/10/208000000/3198131981.pdf;despacho_13700-2013_dr_208-2013.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 13699/2013 - Diário da República n.º 208/2013, Série II de 2013-10-28;https://diariodarepublica.pt/dr/detalhe/despacho/13699-2013-3295142;https://files.diariodarepublica.pt/2s/2013/10/208000000/3198131981.pdf;despacho_13699-2013_dr_208-2013.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 13698/2013 - Diário da República n.º 208/2013, Série II de 2013-10-28;https://diariodarepublica.pt/dr/detalhe/despacho/13698-2013-3295141;https://files.diariodarepublica.pt/2s/2013/10/208000000/3198131981.pdf;despacho_13698-2013_dr_208-2013.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 13697/2013 - Diário da República n.º 208/2013, Série II de 2013-10-28;https://diariodarepublica.pt/dr/detalhe/despacho/13697-2013-3295140;https://files.diariodarepublica.pt/2s/2013/10/208000000/3198131981.pdf;despacho_13697-2013_dr_208-2013.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 8572/2012 - Diário da República n.º 123/2012, Série II de 2012-06-27;https://diariodarepublica.pt/dr/detalhe/despacho/8572-2012-3286462;https://files.diariodarepublica.pt/2s/2012/06/123000000/2257222572.pdf;despacho_8572-2012_dr_123-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 8571/2012 - Diário da República n.º 123/2012, Série II de 2012-06-27;https://diariodarepublica.pt/dr/detalhe/despacho/8571-2012-3286461;https://files.diariodarepublica.pt/2s/2012/06/123000000/2257222572.pdf;despacho_8571-2012_dr_123-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 8570/2012 - Diário da República n.º 123/2012, Série II de 2012-06-27;https://diariodarepublica.pt/dr/detalhe/despacho/8570-2012-3286460;https://files.diariodarepublica.pt/2s/2012/06/123000000/2257222572.pdf;despacho_8570-2012_dr_123-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 8569/2012 - Diário da República n.º 123/2012, Série II de 2012-06-27;https://diariodarepublica.pt/dr/detalhe/despacho/8569-2012-3286459;https://files.diariodarepublica.pt/2s/2012/06/123000000/2257122571.pdf;despacho_8569-2012_dr_123-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 8568/2012 - Diário da República n.º 123/2012, Série II de 2012-06-27;https://diariodarepublica.pt/dr/detalhe/despacho/8568-2012-3286458;https://files.diariodarepublica.pt/2s/2012/06/123000000/2257122571.pdf;despacho_8568-2012_dr_123-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 8567/2012 - Diário da República n.º 123/2012, Série II de 2012-06-27;https://diariodarepublica.pt/dr/detalhe/despacho/8567-2012-3286457;https://files.diariodarepublica.pt/2s/2012/06/123000000/2257122571.pdf;despacho_8567-2012_dr_123-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 9184/2011 - Diário da República n.º 139/2011, Série II de 2011-07-21;https://diariodarepublica.pt/dr/detalhe/despacho/9184-2011-3220009;https://files.diariodarepublica.pt/2s/2011/07/139000000/3031230312.pdf;despacho_9184-2011_dr_139-2011.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 10801/2012 - Diário da República n.º 154/2012, Série II de 2012-08-09;https://diariodarepublica.pt/dr/detalhe/despacho/10801-2012-3197827;https://files.diariodarepublica.pt/2s/2012/08/154000000/2799127991.pdf;despacho_10801-2012_dr_154-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 10800/2012 - Diário da República n.º 154/2012, Série II de 2012-08-09;https://diariodarepublica.pt/dr/detalhe/despacho/10800-2012-3197826;https://files.diariodarepublica.pt/2s/2012/08/154000000/2799127991.pdf;despacho_10800-2012_dr_154-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 855/2012 - Diário da República n.º 16/2012, Série II de 2012-01-23;https://diariodarepublica.pt/dr/detalhe/despacho/855-2012-3182641;https://files.diariodarepublica.pt/2s/2012/01/016000000/0257502575.pdf;despacho_855-2012_dr_16-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 854/2012 - Diário da República n.º 16/2012, Série II de 2012-01-23;https://diariodarepublica.pt/dr/detalhe/despacho/854-2012-3182640;https://files.diariodarepublica.pt/2s/2012/01/016000000/0257402574.pdf;despacho_854-2012_dr_16-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 853/2012 - Diário da República n.º 16/2012, Série II de 2012-01-23;https://diariodarepublica.pt/dr/detalhe/despacho/853-2012-3182639;https://files.diariodarepublica.pt/2s/2012/01/016000000/0257402574.pdf;despacho_853-2012_dr_16-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 851/2012 - Diário da República n.º 16/2012, Série II de 2012-01-23;https://diariodarepublica.pt/dr/detalhe/despacho/851-2012-3182637;https://files.diariodarepublica.pt/2s/2012/01/016000000/0257402574.pdf;despacho_851-2012_dr_16-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 850/2012 - Diário da República n.º 16/2012, Série II de 2012-01-23;https://diariodarepublica.pt/dr/detalhe/despacho/850-2012-3182636;https://files.diariodarepublica.pt/2s/2012/01/016000000/0257402574.pdf;despacho_850-2012_dr_16-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 849/2012 - Diário da República n.º 16/2012, Série II de 2012-01-23;https://diariodarepublica.pt/dr/detalhe/despacho/849-2012-3182635;https://files.diariodarepublica.pt/2s/2012/01/016000000/0257302573.pdf;despacho_849-2012_dr_16-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 11415/2012 - Diário da República n.º 163/2012, Série II de 2012-08-23;https://diariodarepublica.pt/dr/detalhe/despacho/11415-2012-3122697;https://files.diariodarepublica.pt/2s/2012/08/163000000/2971129711.pdf;despacho_11415-2012_dr_163-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 13430/2012 - Diário da República n.º 199/2012, Série II de 2012-10-15;https://diariodarepublica.pt/dr/detalhe/despacho/13430-2012-3038955;https://files.diariodarepublica.pt/2s/2012/10/199000000/3427334274.pdf;despacho_13430-2012_dr_199-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 13429/2012 - Diário da República n.º 199/2012, Série II de 2012-10-15;https://diariodarepublica.pt/dr/detalhe/despacho/13429-2012-3038954;https://files.diariodarepublica.pt/2s/2012/10/199000000/3427334273.pdf;despacho_13429-2012_dr_199-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 13428/2012 - Diário da República n.º 199/2012, Série II de 2012-10-15;https://diariodarepublica.pt/dr/detalhe/despacho/13428-2012-3038953;https://files.diariodarepublica.pt/2s/2012/10/199000000/3427334273.pdf;despacho_13428-2012_dr_199-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 13427/2012 - Diário da República n.º 199/2012, Série II de 2012-10-15;https://diariodarepublica.pt/dr/detalhe/despacho/13427-2012-3038952;https://files.diariodarepublica.pt/2s/2012/10/199000000/3427334273.pdf;despacho_13427-2012_dr_199-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 13426/2012 - Diário da República n.º 199/2012, Série II de 2012-10-15;https://diariodarepublica.pt/dr/detalhe/despacho/13426-2012-3038951;https://files.diariodarepublica.pt/2s/2012/10/199000000/3427334273.pdf;despacho_13426-2012_dr_199-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 13873/2011 - Diário da República n.º 199/2011, Série II de 2011-10-17;https://diariodarepublica.pt/dr/detalhe/despacho/13873-2011-3036640;https://files.diariodarepublica.pt/2s/2011/10/199000000/4104041040.pdf;despacho_13873-2011_dr_199-2011.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 13871/2011 - Diário da República n.º 199/2011, Série II de 2011-10-17;https://diariodarepublica.pt/dr/detalhe/despacho/13871-2011-3036638;https://files.diariodarepublica.pt/2s/2011/10/199000000/4104041040.pdf;despacho_13871-2011_dr_199-2011.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 13870/2011 - Diário da República n.º 199/2011, Série II de 2011-10-17;https://diariodarepublica.pt/dr/detalhe/despacho/13870-2011-3036637;https://files.diariodarepublica.pt/2s/2011/10/199000000/4103941039.pdf;despacho_13870-2011_dr_199-2011.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 13869/2011 - Diário da República n.º 199/2011, Série II de 2011-10-17;https://diariodarepublica.pt/dr/detalhe/despacho/13869-2011-3036636;https://files.diariodarepublica.pt/2s/2011/10/199000000/4103941039.pdf;despacho_13869-2011_dr_199-2011.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 13868/2011 - Diário da República n.º 199/2011, Série II de 2011-10-17;https://diariodarepublica.pt/dr/detalhe/despacho/13868-2011-3036635;https://files.diariodarepublica.pt/2s/2011/10/199000000/4103941039.pdf;despacho_13868-2011_dr_199-2011.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 13867/2011 - Diário da República n.º 199/2011, Série II de 2011-10-17;https://diariodarepublica.pt/dr/detalhe/despacho/13867-2011-3036634;https://files.diariodarepublica.pt/2s/2011/10/199000000/4103941039.pdf;despacho_13867-2011_dr_199-2011.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 5268/2013 - Diário da República n.º 77/2013, Série II de 2013-04-19;https://diariodarepublica.pt/dr/detalhe/despacho/5268-2013-3034810;https://files.diariodarepublica.pt/2s/2013/04/077000000/1290512905.pdf;despacho_5268-2013_dr_77-2013.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 14617/2012 - Diário da República n.º 219/2012, Série II de 2012-11-13;https://diariodarepublica.pt/dr/detalhe/despacho/14617-2012-3023805;https://files.diariodarepublica.pt/2s/2012/11/219000000/3702637027.pdf;despacho_14617-2012_dr_219-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 14616/2012 - Diário da República n.º 219/2012, Série II de 2012-11-13;https://diariodarepublica.pt/dr/detalhe/despacho/14616-2012-3023804;https://files.diariodarepublica.pt/2s/2012/11/219000000/3702637026.pdf;despacho_14616-2012_dr_219-2012.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 15407/2013 - Diário da República n.º 229/2013, Série II de 2013-11-26;https://diariodarepublica.pt/dr/detalhe/despacho/15407-2013-2965132;https://files.diariodarepublica.pt/2s/2013/11/229000000/3454934550.pdf;despacho_15407-2013_dr_229-2013.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 15406/2013 - Diário da República n.º 229/2013, Série II de 2013-11-26;https://diariodarepublica.pt/dr/detalhe/despacho/15406-2013-2965131;https://files.diariodarepublica.pt/2s/2013/11/229000000/3454934549.pdf;despacho_15406-2013_dr_229-2013.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 15405/2013 - Diário da República n.º 229/2013, Série II de 2013-11-26;https://diariodarepublica.pt/dr/detalhe/despacho/15405-2013-2965130;https://files.diariodarepublica.pt/2s/2013/11/229000000/3454934549.pdf;despacho_15405-2013_dr_229-2013.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 15404/2013 - Diário da República n.º 229/2013, Série II de 2013-11-26;https://diariodarepublica.pt/dr/detalhe/despacho/15404-2013-2965129;https://files.diariodarepublica.pt/2s/2013/11/229000000/3454934549.pdf;despacho_15404-2013_dr_229-2013.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 15403/2013 - Diário da República n.º 229/2013, Série II de 2013-11-26;https://diariodarepublica.pt/dr/detalhe/despacho/15403-2013-2965128;https://files.diariodarepublica.pt/2s/2013/11/229000000/3454934549.pdf;despacho_15403-2013_dr_229-2013.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 15402/2013 - Diário da República n.º 229/2013, Série II de 2013-11-26;https://diariodarepublica.pt/dr/detalhe/despacho/15402-2013-2965127;https://files.diariodarepublica.pt/2s/2013/11/229000000/3454834549.pdf;despacho_15402-2013_dr_229-2013.pdf;2013-10-08
[2011-01-01]-[2013-12-31];Despacho n.º 15401/2013 - Diário da República n.º 229/2013, Série II de 2013-11-26;https://diariodarepublica.pt/dr/detalhe/despacho/15401-2013-2965126;https://files.diariodarepublica.pt/2s/2013/11/229000000/3454834548.pdf;despacho_15401-2013_dr_229-2013.pdf;2013-10-08
