search_range;description;link_page;link_pdf;name_pdf;published;date_save_pdf;pdf_ok
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10384/2022 - Diário da República n.º 164/2022, Série II de 2022-08-25;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10384-2022-200248634;https://files.diariodarepublica.pt/2s/2022/08/164000000/0004200042.pdf;despacho_10384-2022_dr_164-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10383/2022 - Diário da República n.º 164/2022, Série II de 2022-08-25;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10383-2022-200248633;https://files.diariodarepublica.pt/2s/2022/08/164000000/0004100041.pdf;despacho_10383-2022_dr_164-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10382/2022 - Diário da República n.º 164/2022, Série II de 2022-08-25;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10382-2022-200248632;https://files.diariodarepublica.pt/2s/2022/08/164000000/0004000040.pdf;despacho_10382-2022_dr_164-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10381/2022 - Diário da República n.º 164/2022, Série II de 2022-08-25;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10381-2022-200248631;https://files.diariodarepublica.pt/2s/2022/08/164000000/0003900039.pdf;despacho_10381-2022_dr_164-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10380/2022 - Diário da República n.º 164/2022, Série II de 2022-08-25;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10380-2022-200248630;https://files.diariodarepublica.pt/2s/2022/08/164000000/0003800038.pdf;despacho_10380-2022_dr_164-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10326/2022 - Diário da República n.º 163/2022, Série II de 2022-08-24;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10326-2022-200139674;https://files.diariodarepublica.pt/2s/2022/08/163000000/0008600086.pdf;despacho_10326-2022_dr_163-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10325/2022 - Diário da República n.º 163/2022, Série II de 2022-08-24;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10325-2022-200139673;https://files.diariodarepublica.pt/2s/2022/08/163000000/0008500085.pdf;despacho_10325-2022_dr_163-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10324/2022 - Diário da República n.º 163/2022, Série II de 2022-08-24;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10324-2022-200139672;https://files.diariodarepublica.pt/2s/2022/08/163000000/0008400084.pdf;despacho_10324-2022_dr_163-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10323/2022 - Diário da República n.º 163/2022, Série II de 2022-08-24;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10323-2022-200139671;https://files.diariodarepublica.pt/2s/2022/08/163000000/0008300083.pdf;despacho_10323-2022_dr_163-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10322/2022 - Diário da República n.º 163/2022, Série II de 2022-08-24;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10322-2022-200139670;https://files.diariodarepublica.pt/2s/2022/08/163000000/0008200082.pdf;despacho_10322-2022_dr_163-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10282/2022 - Diário da República n.º 162/2022, Série II de 2022-08-23;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10282-2022-200134008;https://files.diariodarepublica.pt/2s/2022/08/162000000/0003300033.pdf;despacho_10282-2022_dr_162-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10258/2022 - Diário da República n.º 161/2022, Série II de 2022-08-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10258-2022-196155650;https://files.diariodarepublica.pt/2s/2022/08/161000000/0004500045.pdf;despacho_10258-2022_dr_161-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10257/2022 - Diário da República n.º 161/2022, Série II de 2022-08-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10257-2022-196155649;https://files.diariodarepublica.pt/2s/2022/08/161000000/0004400044.pdf;despacho_10257-2022_dr_161-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10256/2022 - Diário da República n.º 161/2022, Série II de 2022-08-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10256-2022-196155648;https://files.diariodarepublica.pt/2s/2022/08/161000000/0004300043.pdf;despacho_10256-2022_dr_161-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10255/2022 - Diário da República n.º 161/2022, Série II de 2022-08-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10255-2022-196155647;https://files.diariodarepublica.pt/2s/2022/08/161000000/0004200042.pdf;despacho_10255-2022_dr_161-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10254/2022 - Diário da República n.º 161/2022, Série II de 2022-08-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10254-2022-196155646;https://files.diariodarepublica.pt/2s/2022/08/161000000/0004100041.pdf;despacho_10254-2022_dr_161-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10253/2022 - Diário da República n.º 161/2022, Série II de 2022-08-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10253-2022-196155645;https://files.diariodarepublica.pt/2s/2022/08/161000000/0004000040.pdf;despacho_10253-2022_dr_161-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10252/2022 - Diário da República n.º 161/2022, Série II de 2022-08-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10252-2022-196155644;https://files.diariodarepublica.pt/2s/2022/08/161000000/0003900039.pdf;despacho_10252-2022_dr_161-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10250/2022 - Diário da República n.º 161/2022, Série II de 2022-08-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10250-2022-196155642;https://files.diariodarepublica.pt/2s/2022/08/161000000/0003700037.pdf;despacho_10250-2022_dr_161-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10249/2022 - Diário da República n.º 161/2022, Série II de 2022-08-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10249-2022-196155641;https://files.diariodarepublica.pt/2s/2022/08/161000000/0003600036.pdf;despacho_10249-2022_dr_161-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10248/2022 - Diário da República n.º 161/2022, Série II de 2022-08-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10248-2022-196155640;https://files.diariodarepublica.pt/2s/2022/08/161000000/0003500035.pdf;despacho_10248-2022_dr_161-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10247/2022 - Diário da República n.º 161/2022, Série II de 2022-08-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10247-2022-196155639;https://files.diariodarepublica.pt/2s/2022/08/161000000/0003400034.pdf;despacho_10247-2022_dr_161-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10246/2022 - Diário da República n.º 161/2022, Série II de 2022-08-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10246-2022-196155638;https://files.diariodarepublica.pt/2s/2022/08/161000000/0003300033.pdf;despacho_10246-2022_dr_161-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 10245/2022 - Diário da República n.º 161/2022, Série II de 2022-08-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/10245-2022-196155637;https://files.diariodarepublica.pt/2s/2022/08/161000000/0003200032.pdf;despacho_10245-2022_dr_161-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9582/2022 - Diário da República n.º 150/2022, Série II de 2022-08-04;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9582-2022-187004372;https://files.diariodarepublica.pt/2s/2022/08/150000000/0009700097.pdf;despacho_9582-2022_dr_150-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9581/2022 - Diário da República n.º 150/2022, Série II de 2022-08-04;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9581-2022-187004371;https://files.diariodarepublica.pt/2s/2022/08/150000000/0009600096.pdf;despacho_9581-2022_dr_150-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9580/2022 - Diário da República n.º 150/2022, Série II de 2022-08-04;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9580-2022-187004370;https://files.diariodarepublica.pt/2s/2022/08/150000000/0009500095.pdf;despacho_9580-2022_dr_150-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9579/2022 - Diário da República n.º 150/2022, Série II de 2022-08-04;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9579-2022-187004369;https://files.diariodarepublica.pt/2s/2022/08/150000000/0009400094.pdf;despacho_9579-2022_dr_150-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9578/2022 - Diário da República n.º 150/2022, Série II de 2022-08-04;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9578-2022-187004368;https://files.diariodarepublica.pt/2s/2022/08/150000000/0009300093.pdf;despacho_9578-2022_dr_150-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9577/2022 - Diário da República n.º 150/2022, Série II de 2022-08-04;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9577-2022-187004367;https://files.diariodarepublica.pt/2s/2022/08/150000000/0009200092.pdf;despacho_9577-2022_dr_150-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9576/2022 - Diário da República n.º 150/2022, Série II de 2022-08-04;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9576-2022-187004366;https://files.diariodarepublica.pt/2s/2022/08/150000000/0009100091.pdf;despacho_9576-2022_dr_150-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9575/2022 - Diário da República n.º 150/2022, Série II de 2022-08-04;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9575-2022-187004365;https://files.diariodarepublica.pt/2s/2022/08/150000000/0009000090.pdf;despacho_9575-2022_dr_150-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9574/2022 - Diário da República n.º 150/2022, Série II de 2022-08-04;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9574-2022-187004364;https://files.diariodarepublica.pt/2s/2022/08/150000000/0008900089.pdf;despacho_9574-2022_dr_150-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9571/2022 - Diário da República n.º 150/2022, Série II de 2022-08-04;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9571-2022-187004361;https://files.diariodarepublica.pt/2s/2022/08/150000000/0008600086.pdf;despacho_9571-2022_dr_150-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9464/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9464-2022-186904557;https://files.diariodarepublica.pt/2s/2022/08/148000000/0008800088.pdf;despacho_9464-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9463/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9463-2022-186904556;https://files.diariodarepublica.pt/2s/2022/08/148000000/0008700087.pdf;despacho_9463-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9462/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9462-2022-186904555;https://files.diariodarepublica.pt/2s/2022/08/148000000/0008600086.pdf;despacho_9462-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9461/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9461-2022-186904554;https://files.diariodarepublica.pt/2s/2022/08/148000000/0008500085.pdf;despacho_9461-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9460/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9460-2022-186904553;https://files.diariodarepublica.pt/2s/2022/08/148000000/0008400084.pdf;despacho_9460-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9459/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9459-2022-186904552;https://files.diariodarepublica.pt/2s/2022/08/148000000/0008300083.pdf;despacho_9459-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9458/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9458-2022-186904551;https://files.diariodarepublica.pt/2s/2022/08/148000000/0008200082.pdf;despacho_9458-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9457/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9457-2022-186904550;https://files.diariodarepublica.pt/2s/2022/08/148000000/0008100081.pdf;despacho_9457-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9455/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9455-2022-186904548;https://files.diariodarepublica.pt/2s/2022/08/148000000/0007900079.pdf;despacho_9455-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9453/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9453-2022-186904546;https://files.diariodarepublica.pt/2s/2022/08/148000000/0007700077.pdf;despacho_9453-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9452/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9452-2022-186904545;https://files.diariodarepublica.pt/2s/2022/08/148000000/0007600076.pdf;despacho_9452-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9451/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9451-2022-186904544;https://files.diariodarepublica.pt/2s/2022/08/148000000/0007500075.pdf;despacho_9451-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9450/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9450-2022-186904543;https://files.diariodarepublica.pt/2s/2022/08/148000000/0007400074.pdf;despacho_9450-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9449/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9449-2022-186904542;https://files.diariodarepublica.pt/2s/2022/08/148000000/0007300073.pdf;despacho_9449-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9448/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9448-2022-186904541;https://files.diariodarepublica.pt/2s/2022/08/148000000/0007200072.pdf;despacho_9448-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9447/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9447-2022-186904540;https://files.diariodarepublica.pt/2s/2022/08/148000000/0007100071.pdf;despacho_9447-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9446/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9446-2022-186904539;https://files.diariodarepublica.pt/2s/2022/08/148000000/0007000070.pdf;despacho_9446-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9445/2022 - Diário da República n.º 148/2022, Série II de 2022-08-02;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9445-2022-186904538;https://files.diariodarepublica.pt/2s/2022/08/148000000/0006900069.pdf;despacho_9445-2022_dr_148-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9332/2022 - Diário da República n.º 146/2022, Série II de 2022-07-29;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9332-2022-186812261;https://files.diariodarepublica.pt/2s/2022/07/146000000/0007000070.pdf;despacho_9332-2022_dr_146-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9331/2022 - Diário da República n.º 146/2022, Série II de 2022-07-29;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9331-2022-186812260;https://files.diariodarepublica.pt/2s/2022/07/146000000/0006900069.pdf;despacho_9331-2022_dr_146-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9330/2022 - Diário da República n.º 146/2022, Série II de 2022-07-29;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9330-2022-186812259;https://files.diariodarepublica.pt/2s/2022/07/146000000/0006800068.pdf;despacho_9330-2022_dr_146-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9329/2022 - Diário da República n.º 146/2022, Série II de 2022-07-29;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9329-2022-186812258;https://files.diariodarepublica.pt/2s/2022/07/146000000/0006700067.pdf;despacho_9329-2022_dr_146-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9328/2022 - Diário da República n.º 146/2022, Série II de 2022-07-29;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9328-2022-186812257;https://files.diariodarepublica.pt/2s/2022/07/146000000/0006600066.pdf;despacho_9328-2022_dr_146-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9327/2022 - Diário da República n.º 146/2022, Série II de 2022-07-29;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9327-2022-186812256;https://files.diariodarepublica.pt/2s/2022/07/146000000/0006500065.pdf;despacho_9327-2022_dr_146-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9326/2022 - Diário da República n.º 146/2022, Série II de 2022-07-29;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9326-2022-186812255;https://files.diariodarepublica.pt/2s/2022/07/146000000/0006400064.pdf;despacho_9326-2022_dr_146-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9325/2022 - Diário da República n.º 146/2022, Série II de 2022-07-29;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9325-2022-186812254;https://files.diariodarepublica.pt/2s/2022/07/146000000/0006300063.pdf;despacho_9325-2022_dr_146-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 9324/2022 - Diário da República n.º 146/2022, Série II de 2022-07-29;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/9324-2022-186812253;https://files.diariodarepublica.pt/2s/2022/07/146000000/0006200062.pdf;despacho_9324-2022_dr_146-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 8981/2022 - Diário da República n.º 141/2022, Série II de 2022-07-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/8981-2022-186521716;https://files.diariodarepublica.pt/2s/2022/07/141000000/0007900079.pdf;despacho_8981-2022_dr_141-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 8980/2022 - Diário da República n.º 141/2022, Série II de 2022-07-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/8980-2022-186521715;https://files.diariodarepublica.pt/2s/2022/07/141000000/0007800078.pdf;despacho_8980-2022_dr_141-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 8979/2022 - Diário da República n.º 141/2022, Série II de 2022-07-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/8979-2022-186521714;https://files.diariodarepublica.pt/2s/2022/07/141000000/0007700077.pdf;despacho_8979-2022_dr_141-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 8978/2022 - Diário da República n.º 141/2022, Série II de 2022-07-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/8978-2022-186521713;https://files.diariodarepublica.pt/2s/2022/07/141000000/0007600076.pdf;despacho_8978-2022_dr_141-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 8977/2022 - Diário da República n.º 141/2022, Série II de 2022-07-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/8977-2022-186521712;https://files.diariodarepublica.pt/2s/2022/07/141000000/0007500075.pdf;despacho_8977-2022_dr_141-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 8976/2022 - Diário da República n.º 141/2022, Série II de 2022-07-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/8976-2022-186521711;https://files.diariodarepublica.pt/2s/2022/07/141000000/0007400074.pdf;despacho_8976-2022_dr_141-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 8975/2022 - Diário da República n.º 141/2022, Série II de 2022-07-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/8975-2022-186521710;https://files.diariodarepublica.pt/2s/2022/07/141000000/0007300073.pdf;despacho_8975-2022_dr_141-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 8974/2022 - Diário da República n.º 141/2022, Série II de 2022-07-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/8974-2022-186521709;https://files.diariodarepublica.pt/2s/2022/07/141000000/0007200072.pdf;despacho_8974-2022_dr_141-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 8973/2022 - Diário da República n.º 141/2022, Série II de 2022-07-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/8973-2022-186521708;https://files.diariodarepublica.pt/2s/2022/07/141000000/0007100071.pdf;despacho_8973-2022_dr_141-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 8972/2022 - Diário da República n.º 141/2022, Série II de 2022-07-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/8972-2022-186521707;https://files.diariodarepublica.pt/2s/2022/07/141000000/0007000070.pdf;despacho_8972-2022_dr_141-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 8971/2022 - Diário da República n.º 141/2022, Série II de 2022-07-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/8971-2022-186521706;https://files.diariodarepublica.pt/2s/2022/07/141000000/0006900069.pdf;despacho_8971-2022_dr_141-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 8969/2022 - Diário da República n.º 141/2022, Série II de 2022-07-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/8969-2022-186521704;https://files.diariodarepublica.pt/2s/2022/07/141000000/0006700067.pdf;despacho_8969-2022_dr_141-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 8968/2022 - Diário da República n.º 141/2022, Série II de 2022-07-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/8968-2022-186521703;https://files.diariodarepublica.pt/2s/2022/07/141000000/0006600066.pdf;despacho_8968-2022_dr_141-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 8967/2022 - Diário da República n.º 141/2022, Série II de 2022-07-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/8967-2022-186521702;https://files.diariodarepublica.pt/2s/2022/07/141000000/0006500065.pdf;despacho_8967-2022_dr_141-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 8966/2022 - Diário da República n.º 141/2022, Série II de 2022-07-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/8966-2022-186521701;https://files.diariodarepublica.pt/2s/2022/07/141000000/0006400064.pdf;despacho_8966-2022_dr_141-2022.pdf;2022-01-19;04/12/2023 17:06;True
[2022-01-01]-[2022-12-31];Despacho (extrato) n.º 8965/2022 - Diário da República n.º 141/2022, Série II de 2022-07-22;https://diariodarepublica.pt/dr/detalhe/despacho-extrato/8965-2022-186521700;https://files.diariodarepublica.pt/2s/2022/07/141000000/0006300063.pdf;despacho_8965-2022_dr_141-2022.pdf;2022-01-19;04/12/2023 17:06;True
